,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,0,0,15,26.5,2023-05-18
1,1,1,1,1,1,1,25,261.3,2023-05-18
2,2,2,2,2,2,2,24,175.4,2023-05-18
3,3,3,3,3,3,3,24,260.3,2023-05-18
4,4,4,4,4,4,4,27,256.9,2023-05-18
5,5,5,5,5,5,5,26,254.6,2023-05-18
6,6,6,6,6,6,6,25,281.4,2023-05-18
7,7,7,7,7,7,7,26,220.5,2023-05-18
8,8,8,8,8,8,8,25,307.0,2023-05-18
9,9,9,9,9,9,9,23,188.3,2023-05-18
10,10,10,10,10,10,10,22,143.5,2023-05-18
11,11,11,11,11,11,11,26,272.3,2023-05-18
12,12,12,12,12,12,12,24,199.5,2023-05-18
13,13,13,13,13,13,13,22,96.9,2023-05-18
14,14,14,14,14,14,14,24,145.6,2023-05-18
15,15,15,15,15,15,15,23,156.4,2023-05-18
16,16,16,16,16,16,16,24,249.3,2023-05-18
17,17,17,17,17,17,17,22,99.4,2023-05-18
18,18,18,18,18,18,18,27,237.6,2023-05-18
19,19,19,19,19,19,19,21,122.9,2023-05-18
20,20,20,20,20,20,20,23,132.8,2023-05-18
21,21,21,21,21,21,21,24,122.3,2023-05-18
22,22,22,22,22,22,22,23,142.0,2023-05-18
23,23,23,23,23,23,23,22,142.7,2023-05-18
24,24,24,24,24,24,24,25,161.8,2023-05-18
25,25,25,25,25,25,25,25,179.3,2023-05-18
26,26,26,26,26,26,26,27,220.9,2023-05-18
27,27,27,27,27,27,27,23,164.4,2023-05-18
28,28,28,28,28,28,28,23,132.2,2023-05-18
29,29,29,29,29,29,29,17,52.1,2023-05-18
30,30,30,30,30,30,30,25,190.6,2023-05-18
31,31,31,31,31,31,31,21,100.9,2023-05-18
32,32,32,32,32,32,32,23,106.6,2023-05-18
33,33,33,33,33,33,33,26,238.3,2023-05-18
34,34,34,34,34,34,34,25,236.7,2023-05-18
