,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,0,0,29,308.9,2023-05-24
1,1,1,1,1,1,1,29,445.3,2023-05-24
2,2,2,2,2,2,2,29,345.5,2023-05-24
3,3,3,3,3,3,3,28,286.2,2023-05-24
4,4,4,4,4,4,4,29,371.0,2023-05-24
5,5,5,5,5,5,5,25,264.1,2023-05-24
6,6,6,6,6,6,6,25,243.4,2023-05-24
7,7,7,7,7,7,7,27,284.0,2023-05-24
8,8,8,8,8,8,8,26,295.4,2023-05-24
9,9,9,9,9,9,9,27,277.6,2023-05-24
10,10,10,10,10,10,10,27,289.9,2023-05-24
11,11,11,11,11,11,11,25,240.5,2023-05-24
12,12,12,12,12,12,12,29,392.4,2023-05-24
13,13,13,13,13,13,13,24,245.8,2023-05-24
14,14,14,14,14,14,14,24,206.2,2023-05-24
15,15,15,15,15,15,15,24,266.3,2023-05-24
16,16,16,16,16,16,16,25,226.5,2023-05-24
17,17,17,17,17,17,17,26,290.0,2023-05-24
18,18,18,18,18,18,18,26,290.4,2023-05-24
19,19,19,19,19,19,19,26,219.8,2023-05-24
20,20,20,20,20,20,20,23,223.3,2023-05-24
21,21,21,21,21,21,21,26,312.6,2023-05-24
22,22,22,22,22,22,22,26,276.3,2023-05-24
23,23,23,23,23,23,23,27,287.8,2023-05-24
24,24,24,24,24,24,24,23,177.9,2023-05-24
25,25,25,25,25,25,25,30,514.1,2023-05-24
26,26,26,26,26,26,26,26,246.3,2023-05-24
27,27,27,27,27,27,27,26,199.4,2023-05-24
28,28,28,28,28,28,28,28,308.3,2023-05-24
29,29,29,29,29,29,29,27,237.7,2023-05-24
30,30,30,30,30,30,30,25,319.1,2023-05-24
31,31,31,31,31,31,31,27,273.2,2023-05-24
32,32,32,32,32,32,32,26,237.0,2023-05-24
33,33,33,33,33,33,33,25,242.3,2023-05-24
34,34,34,34,34,34,34,26,296.2,2023-05-24
35,35,35,35,35,35,35,23,182.1,2023-05-24
36,36,36,36,36,36,36,28,393.5,2023-05-24
37,37,37,37,37,37,37,26,160.0,2023-05-24
38,38,38,38,38,38,38,26,275.0,2023-05-24
39,39,39,39,39,39,39,26,272.5,2023-05-24
40,40,40,40,40,40,40,22,213.5,2023-05-24
41,41,41,41,41,41,41,27,311.8,2023-05-24
42,42,42,42,42,42,42,26,154.8,2023-05-24
43,43,43,43,43,43,43,25,153.1,2023-05-24
44,44,44,44,44,44,44,24,192.5,2023-05-24
45,45,45,45,45,45,45,26,158.5,2023-05-24
46,46,46,46,46,46,46,18,74.7,2023-05-24
47,47,47,47,47,47,47,26,200.0,2023-05-24
48,48,48,48,48,48,48,28,332.8,2023-05-24
49,49,49,49,49,49,49,26,303.5,2023-05-24
50,50,50,50,50,50,50,24,180.8,2023-05-24
51,51,51,51,51,51,51,25,173.0,2023-05-24
52,52,52,52,52,52,52,25,191.4,2023-05-24
53,53,53,53,53,53,53,23,170.8,2023-05-24
54,54,54,54,54,54,54,25,187.9,2023-05-24
55,55,55,55,55,55,55,24,143.7,2023-05-24
56,56,56,56,56,56,56,26,225.5,2023-05-24
57,57,57,57,57,57,57,23,166.9,2023-05-24
58,58,58,58,58,58,58,19,52.8,2023-05-24
59,59,59,59,59,59,59,19,80.9,2023-05-24
60,60,60,60,60,60,60,19,56.3,2023-05-24
61,61,61,61,61,61,61,25,157.8,2023-05-24
62,62,62,62,62,62,62,21,90.7,2023-05-24
63,63,63,63,63,63,63,22,109.4,2023-05-24
64,64,64,64,64,64,64,22,113.5,2023-05-24
