,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,27,257.4,2023-05-18
1,1,1,26,252.6,2023-05-18
2,2,2,24,188.0,2023-05-18
3,3,3,28,330.4,2023-05-18
4,4,4,24,182.1,2023-05-18
5,5,5,24,177.6,2023-05-18
6,6,6,23,142.6,2023-05-18
7,7,7,26,230.1,2023-05-18
8,8,8,25,179.3,2023-05-18
9,9,9,28,267.8,2023-05-18
10,10,10,26,227.2,2023-05-18
11,11,11,25,165.1,2023-05-18
12,12,12,23,136.5,2023-05-18
13,13,13,24,181.2,2023-05-18
14,14,14,22,193.6,2023-05-18
15,15,15,26,294.7,2023-05-18
16,16,16,25,225.4,2023-05-18
17,17,17,25,154.6,2023-05-18
18,18,18,27,318.4,2023-05-18
19,19,19,22,130.8,2023-05-18
20,20,20,29,312.3,2023-05-18
21,21,21,21,73.8,2023-05-18
