,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,28,318.9,2023-05-24
1,1,1,1,29,396.6,2023-05-24
2,2,2,2,28,330.8,2023-05-24
3,3,3,3,28,279.8,2023-05-24
4,4,4,4,30,356.4,2023-05-24
5,5,5,5,29,325.0,2023-05-24
6,6,6,6,28,339.8,2023-05-24
7,7,7,7,28,326.4,2023-05-24
8,8,8,8,27,221.6,2023-05-24
9,9,9,9,28,231.7,2023-05-24
10,10,10,10,29,368.5,2023-05-24
11,11,11,11,27,293.3,2023-05-24
12,12,12,12,28,315.3,2023-05-24
13,13,13,13,22,186.7,2023-05-24
14,14,14,14,25,229.7,2023-05-24
15,15,15,15,27,280.7,2023-05-24
16,16,16,16,27,238.5,2023-05-24
17,17,17,17,26,272.5,2023-05-24
18,18,18,18,23,236.5,2023-05-24
19,19,19,19,26,255.7,2023-05-24
20,20,20,20,27,323.5,2023-05-24
21,21,21,21,23,210.1,2023-05-24
22,22,22,22,27,236.8,2023-05-24
23,23,23,23,26,228.5,2023-05-24
24,24,24,24,27,338.8,2023-05-24
25,25,25,25,27,284.7,2023-05-24
26,26,26,26,27,334.5,2023-05-24
27,27,27,27,22,223.1,2023-05-24
28,28,28,28,27,284.5,2023-05-24
29,29,29,29,26,280.9,2023-05-24
30,30,30,30,26,187.6,2023-05-24
31,31,31,31,24,250.4,2023-05-24
32,32,32,32,26,211.4,2023-05-24
33,33,33,33,28,339.9,2023-05-24
34,34,34,34,23,207.7,2023-05-24
35,35,35,35,27,233.9,2023-05-24
36,36,36,36,26,194.4,2023-05-24
37,37,37,37,28,296.8,2023-05-24
38,38,38,38,28,289.4,2023-05-24
39,39,39,39,22,142.6,2023-05-24
40,40,40,40,24,240.6,2023-05-24
41,41,41,41,24,226.0,2023-05-24
42,42,42,42,24,102.1,2023-05-24
43,43,43,43,26,208.3,2023-05-24
44,44,44,44,29,227.1,2023-05-24
45,45,45,45,26,252.8,2023-05-24
46,46,46,46,21,111.5,2023-05-24
47,47,47,47,24,137.8,2023-05-24
48,48,48,48,21,74.7,2023-05-24
49,49,49,49,26,190.1,2023-05-24
50,50,50,50,25,176.5,2023-05-24
51,51,51,51,23,162.0,2023-05-24
52,52,52,52,22,142.0,2023-05-24
53,53,53,53,22,94.3,2023-05-24
54,54,54,54,23,122.8,2023-05-24
55,55,55,55,26,220.6,2023-05-24
56,56,56,56,26,183.0,2023-05-24
57,57,57,57,23,133.0,2023-05-24
58,58,58,58,22,128.5,2023-05-24
59,59,59,59,22,106.3,2023-05-24
60,60,60,60,17,41.2,2023-05-24
