,level,power,date
0,30.0,587.1,2023-05-21
1,30.0,698.1,2023-05-21
2,30.0,549.9,2023-05-21
3,30.0,622.6,2023-05-21
4,30.0,708.2,2023-05-21
5,30.0,476.0,2023-05-21
6,19.0,124.5,2023-05-21
7,30.0,410.4,2023-05-21
8,30.0,384.5,2023-05-21
9,25.0,266.8,2023-05-21
10,29.0,401.5,2023-05-21
11,30.0,595.7,2023-05-21
12,28.0,389.2,2023-05-21
13,30.0,499.1,2023-05-21
14,30.0,548.2,2023-05-21
15,29.0,376.2,2023-05-21
16,29.0,394.8,2023-05-21
17,28.0,422.3,2023-05-21
18,26.0,300.7,2023-05-21
19,25.0,329.6,2023-05-21
20,26.0,316.8,2023-05-21
21,27.0,318.2,2023-05-21
22,26.0,323.5,2023-05-21
23,29.0,386.1,2023-05-21
24,25.0,300.5,2023-05-21
25,20.0,107.1,2023-05-21
26,30.0,567.8,2023-05-21
27,24.0,210.9,2023-05-21
28,27.0,363.7,2023-05-21
29,28.0,330.9,2023-05-21
30,27.0,351.4,2023-05-21
31,30.0,494.5,2023-05-21
32,28.0,325.7,2023-05-21
33,23.0,140.5,2023-05-21
34,28.0,345.8,2023-05-21
35,26.0,222.1,2023-05-21
36,27.0,300.8,2023-05-21
37,29.0,481.4,2023-05-21
38,23.0,198.2,2023-05-21
39,25.0,306.2,2023-05-21
40,26.0,270.1,2023-05-21
41,17.0,43.7,2023-05-21
42,24.0,263.7,2023-05-21
43,25.0,280.1,2023-05-21
44,29.0,397.5,2023-05-21
45,29.0,342.2,2023-05-21
46,,29.7,2023-05-21
47,26.0,233.2,2023-05-21
48,18.0,53.6,2023-05-21
49,26.0,205.5,2023-05-21
