,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,0,30,567.2,2023-05-21
1,1,1,1,1,1,30,613.7,2023-05-21
2,2,2,2,2,2,30,533.4,2023-05-21
3,3,3,3,3,3,30,498.3,2023-05-21
4,4,4,4,4,4,30,624.0,2023-05-21
5,5,5,5,5,5,30,545.5,2023-05-21
6,6,6,6,6,6,30,455.7,2023-05-21
7,7,7,7,7,7,28,431.4,2023-05-21
8,8,8,8,8,8,26,344.6,2023-05-21
9,9,9,9,9,9,26,359.2,2023-05-21
10,10,10,10,10,10,30,498.6,2023-05-21
11,11,11,11,11,11,28,355.1,2023-05-21
12,12,12,12,12,12,30,522.5,2023-05-21
13,13,13,13,13,13,30,476.8,2023-05-21
14,14,14,14,14,14,28,467.7,2023-05-21
15,15,15,15,15,15,30,604.4,2023-05-21
16,16,16,16,16,16,28,493.4,2023-05-21
17,17,17,17,17,17,30,417.3,2023-05-21
18,18,18,18,18,18,30,515.2,2023-05-21
19,19,19,19,19,19,30,546.6,2023-05-21
20,20,20,20,20,20,30,51.1,2023-05-21
21,21,21,21,21,21,30,652.2,2023-05-21
22,22,22,22,22,22,30,528.7,2023-05-21
23,23,23,23,23,23,28,439.7,2023-05-21
24,24,24,24,24,24,30,523.5,2023-05-21
25,25,25,25,25,25,29,436.2,2023-05-21
26,26,26,26,26,26,30,434.5,2023-05-21
27,27,27,27,27,27,27,380.2,2023-05-21
28,28,28,28,28,28,29,418.0,2023-05-21
29,29,29,29,29,29,26,317.5,2023-05-21
30,30,30,30,30,30,26,320.7,2023-05-21
31,31,31,31,31,31,26,438.6,2023-05-21
32,32,32,32,32,32,25,273.9,2023-05-21
33,33,33,33,33,33,30,496.8,2023-05-21
34,34,34,34,34,34,30,352.8,2023-05-21
35,35,35,35,35,35,26,219.4,2023-05-21
36,36,36,36,36,36,29,405.5,2023-05-21
37,37,37,37,37,37,28,333.4,2023-05-21
38,38,38,38,38,38,26,230.2,2023-05-21
39,39,39,39,39,39,29,361.3,2023-05-21
40,40,40,40,40,40,30,607.1,2023-05-21
41,41,41,41,41,41,25,226.7,2023-05-21
42,42,42,42,42,42,27,301.9,2023-05-21
43,43,43,43,43,43,30,502.6,2023-05-21
44,44,44,44,44,44,30,571.6,2023-05-21
45,45,45,45,45,45,27,341.4,2023-05-21
46,46,46,46,46,46,24,233.9,2023-05-21
47,47,47,47,47,47,25,204.9,2023-05-21
