level,power
30,543.3
30,517.7
30,513.8
30,484.7
30,414.6
30,626.8
29,344.1
27,407.8
30,594.2
30,607.7
30,530.2
28,429.9
25,291.9
29,322.5
24,202.4
27,383.6
30,426
28,373.8
28,349.3
30,420
7,38.1
30,384.8
30,466.7
26,336
30,452
30,455.1
29,374.7
26,384.8
29,409.6
25,258
26,360.9
29,412.5
28,355.8
26,340.1
29,370.6
27,336.2
28,228.4
27,232.3
29,348.5
29,291
27,384.3
26,128.5
24,235.1
25,206
25,305.3
26,210.1
28,312.4
26,217.2
22,174.2
28,290.8
26,229.3
26,347.1
24,118.2
30,471.8
