,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,0,0,0,30,699.5,2023-05-24
1,1,1,1,1,1,1,1,30,668.3,2023-05-24
2,2,2,2,2,2,2,2,30,559.8,2023-05-24
3,3,3,3,3,3,3,3,30,598.9,2023-05-24
4,4,4,4,4,4,4,4,30,692.7,2023-05-24
5,5,5,5,5,5,5,5,30,781.7,2023-05-24
6,6,6,6,6,6,6,6,30,733.4,2023-05-24
7,7,7,7,7,7,7,7,30,617.4,2023-05-24
8,8,8,8,8,8,8,8,30,590.6,2023-05-24
9,9,9,9,9,9,9,9,30,582.5,2023-05-24
10,10,10,10,10,10,10,10,30,537.8,2023-05-24
11,11,11,11,11,11,11,11,30,427.9,2023-05-24
12,12,12,12,12,12,12,12,30,604.5,2023-05-24
13,13,13,13,13,13,13,13,30,608.7,2023-05-24
14,14,14,14,14,14,14,14,30,662.5,2023-05-24
15,15,15,15,15,15,15,15,28,381.0,2023-05-24
16,16,16,16,16,16,16,16,30,611.4,2023-05-24
17,17,17,17,17,17,17,17,30,503.0,2023-05-24
18,18,18,18,18,18,18,18,30,757.3,2023-05-24
19,19,19,19,19,19,19,19,30,684.7,2023-05-24
20,20,20,20,20,20,20,20,30,536.4,2023-05-24
21,21,21,21,21,21,21,21,30,547.3,2023-05-24
22,22,22,22,22,22,22,22,30,623.2,2023-05-24
23,23,23,23,23,23,23,23,30,695.7,2023-05-24
24,24,24,24,24,24,24,24,30,730.4,2023-05-24
25,25,25,25,25,25,25,25,29,422.0,2023-05-24
26,26,26,26,26,26,26,26,30,685.2,2023-05-24
27,27,27,27,27,27,27,27,30,657.4,2023-05-24
28,28,28,28,28,28,28,28,30,610.0,2023-05-24
29,29,29,29,29,29,29,29,30,667.2,2023-05-24
30,30,30,30,30,30,30,30,29,468.1,2023-05-24
31,31,31,31,31,31,31,31,29,365.1,2023-05-24
32,32,32,32,32,32,32,32,30,530.0,2023-05-24
33,33,33,33,33,33,33,33,30,665.2,2023-05-24
34,34,34,34,34,34,34,34,28,425.7,2023-05-24
35,35,35,35,35,35,35,35,30,533.6,2023-05-24
36,36,36,36,36,36,36,36,30,446.5,2023-05-24
37,37,37,37,37,37,37,37,30,500.1,2023-05-24
38,38,38,38,38,38,38,38,30,482.8,2023-05-24
39,39,39,39,39,39,39,39,30,641.2,2023-05-24
40,40,40,40,40,40,40,40,30,544.9,2023-05-24
41,41,41,41,41,41,41,41,30,633.2,2023-05-24
42,42,42,42,42,42,42,42,30,599.4,2023-05-24
43,43,43,43,43,43,43,43,30,699.3,2023-05-24
44,44,44,44,44,44,44,44,30,563.2,2023-05-24
45,45,45,45,45,45,45,45,30,532.8,2023-05-24
46,46,46,46,46,46,46,46,26,340.1,2023-05-24
47,47,47,47,47,47,47,47,30,530.8,2023-05-24
48,48,48,48,48,48,48,48,29,419.7,2023-05-24
49,49,49,49,49,49,49,49,30,519.0,2023-05-24
50,50,50,50,50,50,50,50,30,607.2,2023-05-24
51,51,51,51,51,51,51,51,30,486.9,2023-05-24
52,52,52,52,52,52,52,52,30,641.7,2023-05-24
53,53,53,53,53,53,53,53,30,621.1,2023-05-24
54,54,54,54,54,54,54,54,30,441.3,2023-05-24
55,55,55,55,55,55,55,55,28,380.8,2023-05-24
56,56,56,56,56,56,56,56,28,380.0,2023-05-24
57,57,57,57,57,57,57,57,30,679.6,2023-05-24
58,58,58,58,58,58,58,58,30,606.1,2023-05-24
59,59,59,59,59,59,59,59,29,385.6,2023-05-24
60,60,60,60,60,60,60,60,30,384.5,2023-05-24
61,61,61,61,61,61,61,61,30,523.2,2023-05-24
62,62,62,62,62,62,62,62,30,528.1,2023-05-24
63,63,63,63,63,63,63,63,30,491.0,2023-05-24
64,64,64,64,64,64,64,64,30,477.8,2023-05-24
65,65,65,65,65,65,65,65,30,579.1,2023-05-24
66,66,66,66,66,66,66,66,30,485.3,2023-05-24
67,67,67,67,67,67,67,67,30,519.1,2023-05-24
68,68,68,68,68,68,68,68,30,363.2,2023-05-24
69,69,69,69,69,69,69,69,29,359.2,2023-05-24
