,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,0,0,30,539.8,2023-05-21
1,1,1,1,1,1,1,30,591.0,2023-05-21
2,2,2,2,2,2,2,30,483.9,2023-05-21
3,3,3,3,3,3,3,30,510.3,2023-05-21
4,4,4,4,4,4,4,30,472.7,2023-05-21
5,5,5,5,5,5,5,30,427.6,2023-05-21
6,6,6,6,6,6,6,29,431.6,2023-05-21
7,7,7,7,7,7,7,29,410.4,2023-05-21
8,8,8,8,8,8,8,21,167.8,2023-05-21
9,9,9,9,9,9,9,30,462.5,2023-05-21
10,10,10,10,10,10,10,30,629.9,2023-05-21
11,11,11,11,11,11,11,30,421.0,2023-05-21
12,12,12,12,12,12,12,30,436.6,2023-05-21
13,13,13,13,13,13,13,28,429.1,2023-05-21
14,14,14,14,14,14,14,30,430.6,2023-05-21
15,15,15,15,15,15,15,30,492.2,2023-05-21
16,16,16,16,16,16,16,30,544.2,2023-05-21
17,17,17,17,17,17,17,30,547.3,2023-05-21
18,18,18,18,18,18,18,30,467.1,2023-05-21
19,19,19,19,19,19,19,28,458.8,2023-05-21
20,20,20,20,20,20,20,29,383.4,2023-05-21
21,21,21,21,21,21,21,30,494.3,2023-05-21
22,22,22,22,22,22,22,30,399.5,2023-05-21
23,23,23,23,23,23,23,30,430.9,2023-05-21
24,24,24,24,24,24,24,30,393.5,2023-05-21
25,25,25,25,25,25,25,30,487.1,2023-05-21
26,26,26,26,26,26,26,27,346.3,2023-05-21
27,27,27,27,27,27,27,30,337.4,2023-05-21
28,28,28,28,28,28,28,30,574.2,2023-05-21
29,29,29,29,29,29,29,30,366.8,2023-05-21
30,30,30,30,30,30,30,29,452.6,2023-05-21
31,31,31,31,31,31,31,30,425.4,2023-05-21
32,32,32,32,32,32,32,30,405.7,2023-05-21
33,33,33,33,33,33,33,30,507.1,2023-05-21
34,34,34,34,34,34,34,30,408.4,2023-05-21
35,35,35,35,35,35,35,27,378.4,2023-05-21
36,36,36,36,36,36,36,30,514.7,2023-05-21
37,37,37,37,37,37,37,27,313.1,2023-05-21
38,38,38,38,38,38,38,30,466.8,2023-05-21
39,39,39,39,39,39,39,26,373.5,2023-05-21
40,40,40,40,40,40,40,29,402.1,2023-05-21
41,41,41,41,41,41,41,30,434.9,2023-05-21
42,42,42,42,42,42,42,30,400.6,2023-05-21
43,43,43,43,43,43,43,29,319.0,2023-05-21
44,44,44,44,44,44,44,30,461.7,2023-05-21
45,45,45,45,45,45,45,29,250.3,2023-05-21
46,46,46,46,46,46,46,25,305.6,2023-05-21
47,47,47,47,47,47,47,27,366.7,2023-05-21
48,48,48,48,48,48,48,29,316.1,2023-05-21
49,49,49,49,49,49,49,30,450.6,2023-05-21
50,50,50,50,50,50,50,21,93.7,2023-05-21
51,51,51,51,51,51,51,29,358.0,2023-05-21
52,52,52,52,52,52,52,30,359.1,2023-05-21
53,53,53,53,53,53,53,28,382.6,2023-05-21
54,54,54,54,54,54,54,27,268.5,2023-05-21
55,55,55,55,55,55,55,27,244.2,2023-05-21
56,56,56,56,56,56,56,27,250.8,2023-05-21
57,57,57,57,57,57,57,29,330.6,2023-05-21
58,58,58,58,58,58,58,30,331.2,2023-05-21
59,59,59,59,59,59,59,29,328.1,2023-05-21
60,60,60,60,60,60,60,30,428.2,2023-05-21
