,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,0,0,0,0,30,512.3,2023-05-21
1,1,1,1,1,1,1,1,1,30,567.9,2023-05-21
2,2,2,2,2,2,2,2,2,30,572.1,2023-05-21
3,3,3,3,3,3,3,3,3,27,470.5,2023-05-21
4,4,4,4,4,4,4,4,4,29,416.6,2023-05-21
5,5,5,5,5,5,5,5,5,25,272.9,2023-05-21
6,6,6,6,6,6,6,6,6,29,473.7,2023-05-21
7,7,7,7,7,7,7,7,7,26,377.6,2023-05-21
8,8,8,8,8,8,8,8,8,26,418.6,2023-05-21
9,9,9,9,9,9,9,9,9,28,395.3,2023-05-21
10,10,10,10,10,10,10,10,10,20,114.4,2023-05-21
11,11,11,11,11,11,11,11,11,29,419.7,2023-05-21
12,12,12,12,12,12,12,12,12,18,59.8,2023-05-21
13,13,13,13,13,13,13,13,13,24,257.9,2023-05-21
14,14,14,14,14,14,14,14,14,22,120.4,2023-05-21
15,15,15,15,15,15,15,15,15,26,320.0,2023-05-21
16,16,16,16,16,16,16,16,16,27,339.3,2023-05-21
17,17,17,17,17,17,17,17,17,29,401.9,2023-05-21
18,18,18,18,18,18,18,18,18,24,181.4,2023-05-21
19,19,19,19,19,19,19,19,19,24,180.8,2023-05-21
20,20,20,20,20,20,20,20,20,28,367.9,2023-05-21
21,21,21,21,21,21,21,21,21,27,284.3,2023-05-21
22,22,22,22,22,22,22,22,22,28,402.8,2023-05-21
23,23,23,23,23,23,23,23,23,28,298.2,2023-05-21
24,24,24,24,24,24,24,24,24,26,389.9,2023-05-21
25,25,25,25,25,25,25,25,25,27,320.0,2023-05-21
26,26,26,26,26,26,26,26,26,24,187.0,2023-05-21
27,27,27,27,27,27,27,27,27,26,341.7,2023-05-21
28,28,28,28,28,28,28,28,28,25,340.6,2023-05-21
29,29,29,29,29,29,29,29,29,27,343.3,2023-05-21
30,30,30,30,30,30,30,30,30,24,273.1,2023-05-21
31,31,31,31,31,31,31,31,31,24,248.7,2023-05-21
32,32,32,32,32,32,32,32,32,25,287.4,2023-05-21
33,33,33,33,33,33,33,33,33,24,248.9,2023-05-21
34,34,34,34,34,34,34,34,34,27,312.8,2023-05-21
35,35,35,35,35,35,35,35,35,26,266.1,2023-05-21
36,36,36,36,36,36,36,36,36,20,63.4,2023-05-21
37,37,37,37,37,37,37,37,37,24,285.1,2023-05-21
38,38,38,38,38,38,38,38,38,23,152.0,2023-05-21
39,39,39,39,39,39,39,39,39,21,71.7,2023-05-21
40,40,40,40,40,40,40,40,40,23,190.8,2023-05-21
41,41,41,41,41,41,41,41,41,24,170.7,2023-05-21
42,42,42,42,42,42,42,42,42,23,168.9,2023-05-21
43,43,43,43,43,43,43,43,43,25,242.4,2023-05-21
44,44,44,44,44,44,44,44,44,26,238.3,2023-05-21
45,45,45,45,45,45,45,45,45,21,75.7,2023-05-21
46,46,46,46,46,46,46,46,46,20,108.7,2023-05-21
47,47,47,47,47,47,47,47,47,24,220.2,2023-05-21
48,48,48,48,48,48,48,48,48,19,63.5,2023-05-21
49,49,49,49,49,49,49,49,49,22,170.2,2023-05-21
50,50,50,50,50,50,50,50,50,21,106.9,2023-05-21
51,51,51,51,51,51,51,51,51,26,233.1,2023-05-21
52,52,52,52,52,52,52,52,52,21,113.5,2023-05-21
53,53,53,53,53,53,53,53,53,24,159.4,2023-05-21
54,54,54,54,54,54,54,54,54,23,149.1,2023-05-21
55,55,55,55,55,55,55,55,55,21,113.0,2023-05-21
56,56,56,56,56,56,56,56,56,11,28.6,2023-05-21
57,57,57,57,57,57,57,57,57,23,155.2,2023-05-21
58,58,58,58,58,58,58,58,58,19,71.5,2023-05-21
59,59,59,59,59,59,59,59,59,20,82.0,2023-05-21
