,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,0,0,30,665.8,2023-05-21
1,1,1,1,1,1,1,30,720.5,2023-05-21
2,2,2,2,2,2,2,30,613.8,2023-05-21
3,3,3,3,3,3,3,30,526.7,2023-05-21
4,4,4,4,4,4,4,30,619.4,2023-05-21
5,5,5,5,5,5,5,30,687.2,2023-05-21
6,6,6,6,6,6,6,30,664.0,2023-05-21
7,7,7,7,7,7,7,30,628.0,2023-05-21
8,8,8,8,8,8,8,30,504.6,2023-05-21
9,9,9,9,9,9,9,30,476.1,2023-05-21
10,10,10,10,10,10,10,28,338.1,2023-05-21
11,11,11,11,11,11,11,27,374.6,2023-05-21
12,12,12,12,12,12,12,17,58.8,2023-05-21
13,13,13,13,13,13,13,27,442.4,2023-05-21
14,14,14,14,14,14,14,30,366.9,2023-05-21
15,15,15,15,15,15,15,19,75.0,2023-05-21
16,16,16,16,16,16,16,30,507.9,2023-05-21
17,17,17,17,17,17,17,30,598.5,2023-05-21
18,18,18,18,18,18,18,30,467.7,2023-05-21
19,19,19,19,19,19,19,28,399.8,2023-05-21
20,20,20,20,20,20,20,21,113.5,2023-05-21
21,21,21,21,21,21,21,30,568.4,2023-05-21
22,22,22,22,22,22,22,30,576.4,2023-05-21
23,23,23,23,23,23,23,30,566.8,2023-05-21
24,24,24,24,24,24,24,30,574.4,2023-05-21
25,25,25,25,25,25,25,30,560.4,2023-05-21
26,26,26,26,26,26,26,30,614.4,2023-05-21
27,27,27,27,27,27,27,26,369.3,2023-05-21
28,28,28,28,28,28,28,30,479.2,2023-05-21
29,29,29,29,29,29,29,30,411.3,2023-05-21
30,30,30,30,30,30,30,30,598.5,2023-05-21
31,31,31,31,31,31,31,30,534.0,2023-05-21
32,32,32,32,32,32,32,30,508.4,2023-05-21
33,33,33,33,33,33,33,30,593.9,2023-05-21
34,34,34,34,34,34,34,30,468.3,2023-05-21
35,35,35,35,35,35,35,30,333.9,2023-05-21
36,36,36,36,36,36,36,29,368.7,2023-05-21
37,37,37,37,37,37,37,28,330.5,2023-05-21
38,38,38,38,38,38,38,28,372.9,2023-05-21
39,39,39,39,39,39,39,30,551.7,2023-05-21
40,40,40,40,40,40,40,29,400.1,2023-05-21
41,41,41,41,41,41,41,30,386.7,2023-05-21
42,42,42,42,42,42,42,26,344.4,2023-05-21
43,43,43,43,43,43,43,28,393.5,2023-05-21
44,44,44,44,44,44,44,27,268.8,2023-05-21
45,45,45,45,45,45,45,30,500.2,2023-05-21
46,46,46,46,46,46,46,29,380.4,2023-05-21
47,47,47,47,47,47,47,28,344.5,2023-05-21
48,48,48,48,48,48,48,30,561.7,2023-05-21
49,49,49,49,49,49,49,30,402.4,2023-05-21
50,50,50,50,50,50,50,30,484.3,2023-05-21
51,51,51,51,51,51,51,27,287.2,2023-05-21
52,52,52,52,52,52,52,28,351.9,2023-05-21
53,53,53,53,53,53,53,30,436.2,2023-05-21
54,54,54,54,54,54,54,28,259.3,2023-05-21
55,55,55,55,55,55,55,28,383.1,2023-05-21
56,56,56,56,56,56,56,27,315.9,2023-05-21
57,57,57,57,57,57,57,29,452.0,2023-05-21
58,58,58,58,58,58,58,28,269.5,2023-05-21
59,59,59,59,59,59,59,27,284.0,2023-05-21
60,60,60,60,60,60,60,25,305.2,2023-05-21
61,61,61,61,61,61,61,27,332.1,2023-05-21
62,62,62,62,62,62,62,30,411.2,2023-05-21
63,63,63,63,63,63,63,28,321.2,2023-05-21
64,64,64,64,64,64,64,30,448.9,2023-05-21
65,65,65,65,65,65,65,28,286.9,2023-05-21
66,66,66,66,66,66,66,24,241.0,2023-05-21
