,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,0,0,30,455.2,2023-05-21
1,1,1,1,1,1,1,30,569.3,2023-05-21
2,2,2,2,2,2,2,30,474.2,2023-05-21
3,3,3,3,3,3,3,30,514.5,2023-05-21
4,4,4,4,4,4,4,30,524.8,2023-05-21
5,5,5,5,5,5,5,30,418.1,2023-05-21
6,6,6,6,6,6,6,30,451.1,2023-05-21
7,7,7,7,7,7,7,27,377.8,2023-05-21
8,8,8,8,8,8,8,29,456.3,2023-05-21
9,9,9,9,9,9,9,29,394.6,2023-05-21
10,10,10,10,10,10,10,30,445.3,2023-05-21
11,11,11,11,11,11,11,30,493.4,2023-05-21
12,12,12,12,12,12,12,29,408.9,2023-05-21
13,13,13,13,13,13,13,25,217.4,2023-05-21
14,14,14,14,14,14,14,27,320.2,2023-05-21
15,15,15,15,15,15,15,29,425.9,2023-05-21
16,16,16,16,16,16,16,30,450.3,2023-05-21
17,17,17,17,17,17,17,30,454.0,2023-05-21
18,18,18,18,18,18,18,30,455.6,2023-05-21
19,19,19,19,19,19,19,27,354.3,2023-05-21
20,20,20,20,20,20,20,30,395.3,2023-05-21
21,21,21,21,21,21,21,25,361.8,2023-05-21
22,22,22,22,22,22,22,30,412.8,2023-05-21
23,23,23,23,23,23,23,27,324.8,2023-05-21
24,24,24,24,24,24,24,23,152.8,2023-05-21
25,25,25,25,25,25,25,30,438.9,2023-05-21
26,26,26,26,26,26,26,21,124.0,2023-05-21
27,27,27,27,27,27,27,25,112.6,2023-05-21
28,28,28,28,28,28,28,27,250.4,2023-05-21
29,29,29,29,29,29,29,28,273.3,2023-05-21
30,30,30,30,30,30,30,28,290.9,2023-05-21
31,31,31,31,31,31,31,30,384.1,2023-05-21
32,32,32,32,32,32,32,29,243.1,2023-05-21
33,33,33,33,33,33,33,25,274.7,2023-05-21
34,34,34,34,34,34,34,26,240.8,2023-05-21
35,35,35,35,35,35,35,29,328.1,2023-05-21
36,36,36,36,36,36,36,29,372.2,2023-05-21
37,37,37,37,37,37,37,29,408.5,2023-05-21
38,38,38,38,38,38,38,27,264.2,2023-05-21
39,39,39,39,39,39,39,27,253.1,2023-05-21
40,40,40,40,40,40,40,29,265.0,2023-05-21
41,41,41,41,41,41,41,25,200.0,2023-05-21
42,42,42,42,42,42,42,28,274.1,2023-05-21
43,43,43,43,43,43,43,25,252.8,2023-05-21
44,44,44,44,44,44,44,28,344.9,2023-05-21
45,45,45,45,45,45,45,27,312.4,2023-05-21
46,46,46,46,46,46,46,27,275.7,2023-05-21
47,47,47,47,47,47,47,26,230.5,2023-05-21
48,48,48,48,48,48,48,26,219.7,2023-05-21
49,49,49,49,49,49,49,26,237.5,2023-05-21
50,50,50,50,50,50,50,27,224.2,2023-05-21
51,51,51,51,51,51,51,26,272.1,2023-05-21
52,52,52,52,52,52,52,24,203.2,2023-05-21
53,53,53,53,53,53,53,21,130.1,2023-05-21
54,54,54,54,54,54,54,22,158.0,2023-05-21
55,55,55,55,55,55,55,28,302.6,2023-05-21
56,56,56,56,56,56,56,26,223.4,2023-05-21
57,57,57,57,57,57,57,23,178.1,2023-05-21
58,58,58,58,58,58,58,23,139.9,2023-05-21
59,59,59,59,59,59,59,24,182.2,2023-05-21
