,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,0,0,0,30,541.8,2023-05-21
1,1,1,1,1,1,1,1,30,499.0,2023-05-21
2,2,2,2,2,2,2,2,30,468.1,2023-05-21
3,3,3,3,3,3,3,3,30,375.9,2023-05-21
4,4,4,4,4,4,4,4,30,468.0,2023-05-21
5,5,5,5,5,5,5,5,24,272.4,2023-05-21
6,6,6,6,6,6,6,6,28,325.2,2023-05-21
7,7,7,7,7,7,7,7,29,334.3,2023-05-21
8,8,8,8,8,8,8,8,26,165.3,2023-05-21
9,9,9,9,9,9,9,9,30,392.0,2023-05-21
10,10,10,10,10,10,10,10,28,395.8,2023-05-21
11,11,11,11,11,11,11,11,27,246.8,2023-05-21
12,12,12,12,12,12,12,12,29,306.0,2023-05-21
13,13,13,13,13,13,13,13,29,431.0,2023-05-21
14,14,14,14,14,14,14,14,30,538.9,2023-05-21
15,15,15,15,15,15,15,15,24,309.1,2023-05-21
16,16,16,16,16,16,16,16,29,432.1,2023-05-21
17,17,17,17,17,17,17,17,26,286.2,2023-05-21
18,18,18,18,18,18,18,18,28,402.1,2023-05-21
19,19,19,19,19,19,19,19,25,264.7,2023-05-21
20,20,20,20,20,20,20,20,30,423.6,2023-05-21
21,21,21,21,21,21,21,21,28,421.7,2023-05-21
22,22,22,22,22,22,22,22,25,325.6,2023-05-21
23,23,23,23,23,23,23,23,30,540.9,2023-05-21
24,24,24,24,24,24,24,24,23,242.2,2023-05-21
25,25,25,25,25,25,25,25,28,435.1,2023-05-21
26,26,26,26,26,26,26,26,26,241.1,2023-05-21
27,27,27,27,27,27,27,27,27,340.7,2023-05-21
28,28,28,28,28,28,28,28,28,331.9,2023-05-21
29,29,29,29,29,29,29,29,26,226.6,2023-05-21
30,30,30,30,30,30,30,30,21,132.5,2023-05-21
31,31,31,31,31,31,31,31,26,363.5,2023-05-21
32,32,32,32,32,32,32,32,24,142.2,2023-05-21
33,33,33,33,33,33,33,33,25,224.1,2023-05-21
34,34,34,34,34,34,34,34,23,156.5,2023-05-21
35,35,35,35,35,35,35,35,22,153.4,2023-05-21
36,36,36,36,36,36,36,36,25,122.9,2023-05-21
37,37,37,37,37,37,37,37,27,305.9,2023-05-21
38,38,38,38,38,38,38,38,28,330.3,2023-05-21
39,39,39,39,39,39,39,39,23,118.1,2023-05-21
40,40,40,40,40,40,40,40,27,301.1,2023-05-21
41,41,41,41,41,41,41,41,26,297.1,2023-05-21
42,42,42,42,42,42,42,42,24,157.1,2023-05-21
43,43,43,43,43,43,43,43,25,279.0,2023-05-21
44,44,44,44,44,44,44,44,24,167.3,2023-05-21
