,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,30,537.1,2023-05-26
1,1,1,30,766.8,2023-05-26
2,2,2,30,575.1,2023-05-26
3,3,3,30,680.0,2023-05-26
4,4,4,30,543.5,2023-05-26
5,5,5,30,482.2,2023-05-26
6,6,6,30,472.6,2023-05-26
7,7,7,28,525.6,2023-05-26
8,8,8,28,398.6,2023-05-26
9,9,9,30,545.8,2023-05-26
10,10,10,28,484.0,2023-05-26
11,11,11,30,444.5,2023-05-26
12,12,12,30,658.7,2023-05-26
13,13,13,29,392.9,2023-05-26
14,14,14,30,608.0,2023-05-26
15,15,15,27,454.7,2023-05-26
16,16,16,28,456.3,2023-05-26
17,17,17,30,450.3,2023-05-26
18,18,18,28,495.8,2023-05-26
19,19,19,30,388.1,2023-05-26
20,20,20,30,456.2,2023-05-26
21,21,21,29,427.2,2023-05-26
22,22,22,27,369.7,2023-05-26
23,23,23,30,502.2,2023-05-26
24,24,24,30,434.1,2023-05-26
25,25,25,27,467.9,2023-05-26
26,26,26,30,551.8,2023-05-26
27,27,27,29,490.4,2023-05-26
28,28,28,29,418.8,2023-05-26
29,29,29,27,261.0,2023-05-26
30,30,30,30,509.2,2023-05-26
31,31,31,30,428.9,2023-05-26
32,32,32,30,709.1,2023-05-26
33,33,33,30,558.4,2023-05-26
34,34,34,30,628.6,2023-05-26
35,35,35,30,615.1,2023-05-26
36,36,36,30,506.4,2023-05-26
37,37,37,30,579.3,2023-05-26
38,38,38,30,568.5,2023-05-26
39,39,39,30,626.1,2023-05-26
40,40,40,30,518.6,2023-05-26
41,41,41,30,474.4,2023-05-26
42,42,42,30,549.8,2023-05-26
43,43,43,30,529.2,2023-05-26
44,44,44,27,347.2,2023-05-26
45,45,45,29,403.0,2023-05-26
46,46,46,30,526.2,2023-05-26
47,47,47,30,425.6,2023-05-26
48,48,48,29,523.9,2023-05-26
49,49,49,26,322.3,2023-05-26
50,50,50,30,640.4,2023-05-26
51,51,51,30,579.4,2023-05-26
52,52,52,30,448.6,2023-05-26
53,53,53,30,445.1,2023-05-26
54,54,54,29,488.3,2023-05-26
55,55,55,30,447.0,2023-05-26
56,56,56,29,409.6,2023-05-26
57,57,57,29,436.1,2023-05-26
58,58,58,28,338.7,2023-05-26
59,59,59,30,525.8,2023-05-26
60,60,60,25,259.3,2023-05-26
61,61,61,29,316.1,2023-05-26
62,62,62,29,352.2,2023-05-26
63,63,63,30,545.1,2023-05-26
64,64,64,30,428.8,2023-05-26
