,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,30,617.9,2023-05-21
1,1,1,1,1,30,530.9,2023-05-21
2,2,2,2,2,30,525.6,2023-05-21
3,3,3,3,3,30,619.7,2023-05-21
4,4,4,4,4,30,537.7,2023-05-21
5,5,5,5,5,30,455.5,2023-05-21
6,6,6,6,6,30,395.3,2023-05-21
7,7,7,7,7,27,358.0,2023-05-21
8,8,8,8,8,25,326.4,2023-05-21
9,9,9,9,9,24,151.7,2023-05-21
10,10,10,10,10,21,139.4,2023-05-21
11,11,11,11,11,30,410.6,2023-05-21
12,12,12,12,12,28,391.6,2023-05-21
13,13,13,13,13,30,619.7,2023-05-21
14,14,14,14,14,30,555.0,2023-05-21
15,15,15,15,15,30,554.1,2023-05-21
16,16,16,16,16,30,604.2,2023-05-21
17,17,17,17,17,28,332.5,2023-05-21
18,18,18,18,18,30,471.2,2023-05-21
19,19,19,19,19,29,380.9,2023-05-21
20,20,20,20,20,27,409.7,2023-05-21
21,21,21,21,21,30,571.9,2023-05-21
22,22,22,22,22,30,468.4,2023-05-21
23,23,23,23,23,30,538.5,2023-05-21
24,24,24,24,24,29,376.4,2023-05-21
25,25,25,25,25,12,20.2,2023-05-21
26,26,26,26,26,27,350.5,2023-05-21
27,27,27,27,27,29,446.1,2023-05-21
28,28,28,28,28,28,306.7,2023-05-21
29,29,29,29,29,27,334.7,2023-05-21
30,30,30,30,30,26,285.6,2023-05-21
31,31,31,31,31,28,251.7,2023-05-21
32,32,32,32,32,26,337.6,2023-05-21
33,33,33,33,33,28,400.0,2023-05-21
34,34,34,34,34,27,319.6,2023-05-21
35,35,35,35,35,29,314.6,2023-05-21
36,36,36,36,36,28,519.5,2023-05-21
37,37,37,37,37,28,320.7,2023-05-21
38,38,38,38,38,30,444.0,2023-05-21
39,39,39,39,39,29,452.1,2023-05-21
40,40,40,40,40,29,389.2,2023-05-21
41,41,41,41,41,27,303.7,2023-05-21
42,42,42,42,42,30,440.1,2023-05-21
43,43,43,43,43,13,31.1,2023-05-21
44,44,44,44,44,27,272.0,2023-05-21
45,45,45,45,45,29,301.6,2023-05-21
46,46,46,46,46,28,284.6,2023-05-21
47,47,47,47,47,28,329.6,2023-05-21
48,48,48,48,48,29,376.0,2023-05-21
49,49,49,49,49,30,546.1,2023-05-21
50,50,50,50,50,30,477.3,2023-05-21
51,51,51,51,51,29,366.4,2023-05-21
52,52,52,52,52,30,485.8,2023-05-21
53,53,53,53,53,29,280.5,2023-05-21
54,54,54,54,54,30,395.6,2023-05-21
55,55,55,55,55,27,294.9,2023-05-21
56,56,56,56,56,27,339.5,2023-05-21
