,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,29,349.6,2023-05-16
1,1,1,1,1,30,446.2,2023-05-16
2,2,2,2,2,30,354.1,2023-05-16
3,3,3,3,3,29,402.8,2023-05-16
4,4,4,4,4,29,346.5,2023-05-16
5,5,5,5,5,28,376.9,2023-05-16
6,6,6,6,6,28,368.1,2023-05-16
7,7,7,7,7,27,382.4,2023-05-16
8,8,8,8,8,30,439.1,2023-05-16
9,9,9,9,9,29,387.2,2023-05-16
10,10,10,10,10,28,346.4,2023-05-16
11,11,11,11,11,25,283.0,2023-05-16
12,12,12,12,12,29,304.4,2023-05-16
13,13,13,13,13,27,333.3,2023-05-16
14,14,14,14,14,19,87.2,2023-05-16
15,15,15,15,15,28,346.9,2023-05-16
16,16,16,16,16,26,332.1,2023-05-16
17,17,17,17,17,20,114.6,2023-05-16
18,18,18,18,18,28,310.0,2023-05-16
19,19,19,19,19,29,282.4,2023-05-16
20,20,20,20,20,28,292.1,2023-05-16
21,21,21,21,21,27,234.1,2023-05-16
22,22,22,22,22,26,278.8,2023-05-16
23,23,23,23,23,29,281.3,2023-05-16
24,24,24,24,24,23,120.7,2023-05-16
25,25,25,25,25,27,257.4,2023-05-16
26,26,26,26,26,27,301.9,2023-05-16
27,27,27,27,27,28,231.7,2023-05-16
28,28,28,28,28,27,195.6,2023-05-16
29,29,29,29,29,27,261.9,2023-05-16
30,30,30,30,30,25,209.3,2023-05-16
31,31,31,31,31,28,308.9,2023-05-16
32,32,32,32,32,27,233.5,2023-05-16
33,33,33,33,33,21,100.8,2023-05-16
34,34,34,34,34,28,239.9,2023-05-16
35,35,35,35,35,23,169.5,2023-05-16
36,36,36,36,36,28,395.0,2023-05-16
37,37,37,37,37,25,142.0,2023-05-16
38,38,38,38,38,27,246.8,2023-05-16
39,39,39,39,39,21,126.9,2023-05-16
40,40,40,40,40,19,73.2,2023-05-16
41,41,41,41,41,21,75.6,2023-05-16
42,42,42,42,42,24,248.6,2023-05-16
43,43,43,43,43,27,233.7,2023-05-16
44,44,44,44,44,21,156.5,2023-05-16
45,45,45,45,45,27,253.8,2023-05-16
46,46,46,46,46,22,149.2,2023-05-16
47,47,47,47,47,18,56.8,2023-05-16
48,48,48,48,48,20,68.5,2023-05-16
49,49,49,49,49,24,138.9,2023-05-16
50,50,50,50,50,23,126.4,2023-05-16
51,51,51,51,51,23,107.5,2023-05-16
52,52,52,52,52,26,127.4,2023-05-16
53,53,53,53,53,21,94.7,2023-05-16
54,54,54,54,54,26,165.1,2023-05-16
55,55,55,55,55,20,103.6,2023-05-16
56,56,56,56,56,26,194.3,2023-05-16
57,57,57,57,57,21,139.9,2023-05-16
58,58,58,58,58,20,72.4,2023-05-16
59,59,59,59,59,21,84.4,2023-05-16
60,60,60,60,60,15,14.5,2023-05-16
61,61,61,61,61,21,78.9,2023-05-16
62,62,62,62,62,15,44.4,2023-05-16
63,63,63,63,63,22,96.8,2023-05-16
64,64,64,64,64,19,65.5,2023-05-16
65,65,65,65,65,11,17.1,2023-05-16
