,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,29,340.6,2023-05-16
1,1,1,1,1,27,257.0,2023-05-16
2,2,2,2,2,27,325.7,2023-05-16
3,3,3,3,3,25,309.3,2023-05-16
4,4,4,4,4,28,366.5,2023-05-16
5,5,5,5,5,30,592.2,2023-05-16
6,6,6,6,6,30,464.8,2023-05-16
7,7,7,7,7,25,238.4,2023-05-16
8,8,8,8,8,28,309.7,2023-05-16
9,9,9,9,9,19,80.1,2023-05-16
10,10,10,10,10,23,219.8,2023-05-16
11,11,11,11,11,26,351.9,2023-05-16
12,12,12,12,12,29,510.3,2023-05-16
13,13,13,13,13,27,284.5,2023-05-16
14,14,14,14,14,30,517.3,2023-05-16
15,15,15,15,15,30,572.6,2023-05-16
16,16,16,16,16,29,398.3,2023-05-16
17,17,17,17,17,23,240.9,2023-05-16
18,18,18,18,18,30,530.5,2023-05-16
19,19,19,19,19,30,375.4,2023-05-16
20,20,20,20,20,29,362.5,2023-05-16
21,21,21,21,21,30,552.8,2023-05-16
22,22,22,22,22,28,310.7,2023-05-16
23,23,23,23,23,29,366.4,2023-05-16
24,24,24,24,24,25,252.8,2023-05-16
25,25,25,25,25,26,288.9,2023-05-16
26,26,26,26,26,25,205.3,2023-05-16
27,27,27,27,27,30,641.6,2023-05-16
28,28,28,28,28,25,306.6,2023-05-16
29,29,29,29,29,25,212.6,2023-05-16
30,30,30,30,30,21,141.0,2023-05-16
31,31,31,31,31,24,185.0,2023-05-16
32,32,32,32,32,28,317.3,2023-05-16
33,33,33,33,33,24,248.6,2023-05-16
34,34,34,34,34,24,151.7,2023-05-16
35,35,35,35,35,21,75.2,2023-05-16
36,36,36,36,36,23,197.2,2023-05-16
37,37,37,37,37,18,114.2,2023-05-16
38,38,38,38,38,27,218.9,2023-05-16
39,39,39,39,39,24,156.4,2023-05-16
40,40,40,40,40,26,203.6,2023-05-16
41,41,41,41,41,25,202.9,2023-05-16
42,42,42,42,42,21,119.0,2023-05-16
43,43,43,43,43,21,114.0,2023-05-16
44,44,44,44,44,17,52.0,2023-05-16
45,45,45,45,45,18,67.7,2023-05-16
46,46,46,46,46,21,111.2,2023-05-16
47,47,47,47,47,20,119.2,2023-05-16
