,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,29,285.0,2023-05-16
1,1,1,30,526.3,2023-05-16
2,2,2,30,548.0,2023-05-16
3,3,3,29,353.5,2023-05-16
4,4,4,30,417.9,2023-05-16
5,5,5,27,253.6,2023-05-16
6,6,6,30,371.4,2023-05-16
7,7,7,29,398.4,2023-05-16
8,8,8,29,354.7,2023-05-16
9,9,9,29,395.5,2023-05-16
10,10,10,28,312.9,2023-05-16
11,11,11,27,385.6,2023-05-16
12,12,12,30,372.3,2023-05-16
13,13,13,28,354.9,2023-05-16
14,14,14,30,467.1,2023-05-16
15,15,15,28,348.0,2023-05-16
16,16,16,29,356.8,2023-05-16
17,17,17,30,510.3,2023-05-16
18,18,18,26,265.4,2023-05-16
19,19,19,29,379.4,2023-05-16
20,20,20,30,409.2,2023-05-16
21,21,21,27,286.0,2023-05-16
22,22,22,29,308.7,2023-05-16
23,23,23,28,301.7,2023-05-16
24,24,24,30,504.0,2023-05-16
25,25,25,29,368.8,2023-05-16
26,26,26,29,371.3,2023-05-16
27,27,27,27,369.2,2023-05-16
28,28,28,27,272.4,2023-05-16
29,29,29,28,365.0,2023-05-16
30,30,30,29,342.8,2023-05-16
31,31,31,29,363.4,2023-05-16
32,32,32,28,351.0,2023-05-16
33,33,33,26,283.3,2023-05-16
34,34,34,27,296.5,2023-05-16
35,35,35,27,392.0,2023-05-16
36,36,36,26,314.6,2023-05-16
37,37,37,27,266.3,2023-05-16
38,38,38,26,367.2,2023-05-16
39,39,39,26,176.6,2023-05-16
40,40,40,25,264.9,2023-05-16
41,41,41,26,235.2,2023-05-16
42,42,42,28,485.5,2023-05-16
43,43,43,29,376.0,2023-05-16
44,44,44,30,403.6,2023-05-16
45,45,45,28,264.4,2023-05-16
46,46,46,23,163.1,2023-05-16
47,47,47,28,328.5,2023-05-16
48,48,48,29,342.7,2023-05-16
49,49,49,26,279.1,2023-05-16
50,50,50,27,305.8,2023-05-16
51,51,51,26,204.8,2023-05-16
52,52,52,30,464.4,2023-05-16
53,53,53,26,213.6,2023-05-16
54,54,54,29,364.1,2023-05-16
55,55,55,29,328.0,2023-05-16
56,56,56,25,303.3,2023-05-16
57,57,57,27,309.5,2023-05-16
58,58,58,26,271.4,2023-05-16
