,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,25,197.6,2023-05-26
1,1,1,1,1,27,315.7,2023-05-26
2,2,2,2,2,25,216.7,2023-05-26
3,3,3,3,3,26,217.7,2023-05-26
4,4,4,4,4,25,200.8,2023-05-26
5,5,5,5,5,28,308.7,2023-05-26
6,6,6,6,6,24,195.6,2023-05-26
7,7,7,7,7,24,189.4,2023-05-26
8,8,8,8,8,24,176.4,2023-05-26
9,9,9,9,9,23,161.6,2023-05-26
10,10,10,10,10,22,220.1,2023-05-26
11,11,11,11,11,22,133.8,2023-05-26
12,12,12,12,12,21,165.7,2023-05-26
13,13,13,13,13,21,139.9,2023-05-26
14,14,14,14,14,19,110.7,2023-05-26
15,15,15,15,15,24,141.0,2023-05-26
16,16,16,16,16,25,175.8,2023-05-26
17,17,17,17,17,24,145.8,2023-05-26
18,18,18,18,18,24,180.4,2023-05-26
19,19,19,19,19,24,155.5,2023-05-26
20,20,20,20,20,19,111.4,2023-05-26
21,21,21,21,21,24,198.4,2023-05-26
22,22,22,22,22,21,97.3,2023-05-26
23,23,23,23,23,23,185.5,2023-05-26
24,24,24,24,24,24,112.5,2023-05-26
25,25,25,25,25,21,123.7,2023-05-26
26,26,26,26,26,23,167.6,2023-05-26
27,27,27,27,27,20,104.7,2023-05-26
28,28,28,28,28,24,125.9,2023-05-26
29,29,29,29,29,18,72.7,2023-05-26
30,30,30,30,30,24,167.3,2023-05-26
31,31,31,31,31,25,166.2,2023-05-26
32,32,32,32,32,26,175.4,2023-05-26
33,33,33,33,33,24,176.2,2023-05-26
34,34,34,34,34,23,126.6,2023-05-26
35,35,35,35,35,24,143.9,2023-05-26
36,36,36,36,36,23,147.5,2023-05-26
37,37,37,37,37,16,39.8,2023-05-26
38,38,38,38,38,25,178.9,2023-05-26
39,39,39,39,39,24,165.9,2023-05-26
40,40,40,40,40,23,133.0,2023-05-26
41,41,41,41,41,16,32.2,2023-05-26
42,42,42,42,42,20,56.5,2023-05-26
43,43,43,43,43,24,199.9,2023-05-26
44,44,44,44,44,20,86.1,2023-05-26
45,45,45,45,45,21,103.8,2023-05-26
46,46,46,46,46,22,144.0,2023-05-26
47,47,47,47,47,20,76.2,2023-05-26
48,48,48,48,48,21,69.2,2023-05-26
49,49,49,49,49,23,130.5,2023-05-26
50,50,50,50,50,21,96.7,2023-05-26
51,51,51,51,51,21,83.0,2023-05-26
52,52,52,52,52,16,33.4,2023-05-26
53,53,53,53,53,18,87.0,2023-05-26
54,54,54,54,54,19,104.0,2023-05-26
55,55,55,55,55,13,19.3,2023-05-26
56,56,56,56,56,13,20.5,2023-05-26
57,57,57,57,57,23,89.6,2023-05-26
58,58,58,58,58,22,126.1,2023-05-26
59,59,59,59,59,18,69.7,2023-05-26
60,60,60,60,60,19,76.1,2023-05-26
