Server,Name,Point,Winner,Opp_team_server,Opp_team_name,Opp_team_point
S25,JPF,17700,True,S59,桜梅桃李,12800
S31,切磋琢磨,8899,True,S62,煉獄,9100
S11,キングダム,6700,True,S38,デパ地下組織,6367
S3,ひののにとん,11100,True,S3,星に願いを,10600
S23,ワグネリアン,6886,-1,S59,桜花,5985
S55,大日本帝国,4500,False,S60,蒼き狼,4333
S33,河瀬家,15500,True,S2,東南高校,12800
S4,為信の野望,6794,True,S46,翔龍,6400
S19,風林火山,13300,False,S5,嶺上開花,15000
S13,キムファーム,6700,False,S61,加賀の国,5900
S4,河童衆,6630,False,S61,麦わらの一味,6900
S27,北極ぺんぎん,6700,True,S55,平成維震軍,5900
S10,疾風迅雷,11100,True,S27,寧静致遠,10600
S6,素寒貧,15500,True,S35,いちご大福,12800
S10,リベルテ,11100,True,S23,乱れ雪月花,10600
S44,絆,13300,True,S7,真田六文銭,12300
S35,いちご大福,12800,False,S6,素寒貧,15500
S4,一領具足,2000,-1,S62,以心伝心,3400
S5,日本同盟,6200,True,S50,龍門,6806
S2,東南高校,12800,False,S33,河瀬家,15500
S1,赤鬼衆,12800,True,S21,滑空傭兵団,12300
S5,嶺上開花,15000,True,S19,風林火山,13300
S60,天神之夜宴,10600,True,S60,八岐大蛇,11215
S23,乱れ雪月花,10600,False,S10,リベルテ,11100
S15,餃子の王道,8400,True,S61,緋色の翼,8600
S59,桜梅桃李,12800,False,S25,JPF,17700
S17,平泉大膳,8400,True,S61,越乃寒梅の団,9100
S27,寧静致遠,10600,False,S10,疾風迅雷,11100
S6,農婦の花園,4007,-1,S48,奉行48,5200
S3,星に願いを,10600,False,S3,ひののにとん,11100
S33,唯我独尊,12800,False,S60,あおほた部屋,12300
S56,ひんぬー教,17114,True,S60,神々の集い,12300
S13,sky,7900,True,S40,風林火山,7000
S60,あおほた部屋,12300,True,S33,唯我独尊,12800
S29,神託の護,10100,False,S62,雲竜風虎,10177
S60,神々の集い,12300,False,S56,ひんぬー教,17114
S7,真田六文銭,12300,False,S44,絆,13300
S8,巡一家,5750,False,S61,風林火山,4200
S21,滑空傭兵団,12300,False,S1,赤鬼衆,12800
S1,国士無双,3600,-1,S59,対馬,1400
S35,珈琲牛乳,5684,False,S60,新撰組,4300
S60,黄金聖闘士,10166,True,S8,豊後の月,10100
S35,希空の箱庭,3700,-1,S58,桜を見る会,0
S60,花魁夜宴,7900,True,S57,世界統一協会,7683
S8,豊後の月,10100,False,S60,黄金聖闘士,10166
S8,魔王城,1654,-1,S15,ドングリーズ,1400
S29,南海九州,12300,True,S61,七つの大罪,11248
S6,天衣無縫,5596,True,S49,百鬼夜行,5442
S7,気楽に,7400,True,S59,サブの塊,7654
S61,国宝きゃば城,9600,True,S61,紅蓮の華,9100
S43,殺ver2,7400,True,S59,砦回し用,7553
S1,幻影旅団,5200,False,S59,一領具足,5400
S48,ちむどんどん,9522,False,S60,鬼ヶ島,9600
S52,天嶽衆,9678,True,S39,破天煌武,9517
S61,おにぎり,11800,True,S62,一向宗,10869
S15,ドングリーズ,1400,-1,S8,魔王城,1654
S7,真戦組,7400,True,S41,桜花のサブ,8003
S60,明智家,7400,True,S62,神々の進撃,7526
S48,奉行48,5200,-1,S6,農婦の花園,4007
S61,螢,11800,True,S50,紅葉百景,10800
S39,破天煌武,9517,False,S52,天嶽衆,9678
S61,六文銭,11800,True,S62,新楽園,10281
S60,四割菱,9620,True,S50,サブライズ,9100
S60,鬼ヶ島,9600,True,S48,ちむどんどん,9522
S50,サブライズ,9100,False,S60,四割菱,9620
S60,君臣豊楽,9100,False,S60,苺農業高校,9100
S40,風林火山,7000,False,S13,sky,7900
S60,苺農業高校,9100,True,S60,君臣豊楽,9100
S61,紅蓮の華,9100,False,S61,国宝きゃば城,9600
S61,関東軍,700,-1,S53,毘沙門天,0
S50,龍門,6806,False,S5,日本同盟,6200
S61,麦わらの一味,6900,True,S4,河童衆,6630
S61,越乃寒梅の団,9100,False,S17,平泉大膳,8400
S62,煉獄,9100,False,S31,切磋琢磨,8899
S60,リオネス,2738,True,S61,威風,3201
S48,妖精の尻尾,9100,True,S42,神州天馬俠,8100
S61,七つの大罪,11248,False,S29,南海九州,12300
S47,義遊庵,4700,True,S62,不死鳥,3950
S60,八岐大蛇,11215,False,S60,天神之夜宴,10600
S61,黒十字団,800,-1,S54,初心者です,0
S60,新撰組,4300,True,S35,珈琲牛乳,5684
S60,全狂連,8600,False,S61,鬼猫一族,8600
S60,蒼き狼,4333,True,S55,大日本帝国,4500
S62,一向宗,10869,False,S61,おにぎり,11800
S61,鬼猫一族,8600,True,S60,全狂連,8600
S38,デパ地下組織,6367,False,S11,キングダム,6700
S56,森の妖精,8600,False,S62,不死山,8100
S41,楽しく,300,-1,S62,黒い皇帝,0
S60,ジオン公国,8600,True,S54,暁2,8600
S62,男の修行,8670,True,S45,水鏡,8100
S61,風林火山,4200,True,S8,巡一家,5750
S54,暁2,8600,False,S60,ジオン公国,8600
S58,伊賀の里,400,-1,S53,三國無双,0
S50,紅葉百景,10800,False,S61,螢,11800
S61,緋色の翼,8600,False,S15,餃子の王道,8400
S46,翔龍,6400,False,S4,為信の野望,6794
S62,雲竜風虎,10177,True,S29,神託の護,10100
S62,不死鳥,3950,False,S47,義遊庵,4700
S55,平成維震軍,5900,False,S27,北極ぺんぎん,6700
S44,皇軍,8100,False,S62,赤髪,7674
S42,神州天馬俠,8100,False,S48,妖精の尻尾,9100
S62,不死山,8100,True,S56,森の妖精,8600
S62,傍若武人,3800,True,S53,旧時代,0
S61,加賀の国,5900,True,S13,キムファーム,6700
S59,桜花,5985,-1,S23,ワグネリアン,6886
S61,亀山社中,5804,-1,S52,湘北高校,5900
S62,新楽園,10281,False,S61,六文銭,11800
S45,水鏡,8100,False,S62,男の修行,8670
S52,湘北高校,5900,-1,S61,亀山社中,5804
S59,蓮華,3900,False,S62,修羅の途,5487
S41,桜花のサブ,8003,False,S7,真戦組,7400
S10,黄金ビョルン,0,-1,S57,夢幻,0
S62,修羅の途,5487,True,S59,蓮華,3900
S54,一蓮托生,3453,-1,S43,チーム五箇山,0
S59,サブの塊,7654,False,S7,気楽に,7400
S58,桜を見る会,0,-1,S35,希空の箱庭,3700
S57,夢幻,0,-1,S10,黄金ビョルン,0
S59,対馬,1400,-1,S1,国士無双,3600
S57,雷蔵,7813,True,S62,犬千代,7612
S49,百鬼夜行,5442,False,S6,天衣無縫,5596
S53,毘沙門天,0,-1,S61,関東軍,700
S59,砦回し用,7553,False,S43,殺ver2,7400
S53,雑賀秘密警察,0,-1,S10,愛宕同盟,0
S54,初心者です,0,-1,S61,黒十字団,800
S53,旧時代,0,False,S62,傍若武人,3800
S44,野菜王国,3392,-1,S55,大英帝国,1303
S53,まったり温泉,0,-1,S37,軍靴ノ音,0
S55,大英帝国,1303,-1,S44,野菜王国,3392
S62,黒い皇帝,0,-1,S41,楽しく,300
S62,エリア51,9800,True,S62,獏羅天,9713
S53,三國無双,0,-1,S58,伊賀の里,400
S62,犬千代,7612,False,S57,雷蔵,7813
S62,獏羅天,9713,False,S62,エリア51,9800
S43,チーム五箇山,0,-1,S54,一蓮托生,3453
S61,威風,3201,False,S60,リオネス,2738
S62,赤髪,7674,True,S44,皇軍,8100
S59,一領具足,5400,True,S1,幻影旅団,5200
S62,神々の進撃,7526,False,S60,明智家,7400
S10,愛宕同盟,0,-1,S53,雑賀秘密警察,0
S57,世界統一協会,7683,False,S60,花魁夜宴,7900
S37,軍靴ノ音,0,-1,S53,まったり温泉,0
