,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,28,306.6,2023-05-26
1,1,1,1,1,28,332.8,2023-05-26
2,2,2,2,2,28,256.9,2023-05-26
3,3,3,3,3,27,280.6,2023-05-26
4,4,4,4,4,25,191.1,2023-05-26
5,5,5,5,5,24,176.4,2023-05-26
6,6,6,6,6,24,126.0,2023-05-26
7,7,7,7,7,23,197.8,2023-05-26
8,8,8,8,8,21,148.4,2023-05-26
9,9,9,9,9,26,233.4,2023-05-26
10,10,10,10,10,26,214.9,2023-05-26
11,11,11,11,11,22,177.3,2023-05-26
12,12,12,12,12,25,177.3,2023-05-26
13,13,13,13,13,26,203.1,2023-05-26
14,14,14,14,14,26,226.5,2023-05-26
15,15,15,15,15,25,186.1,2023-05-26
16,16,16,16,16,24,175.4,2023-05-26
17,17,17,17,17,25,217.4,2023-05-26
18,18,18,18,18,25,184.8,2023-05-26
19,19,19,19,19,22,165.3,2023-05-26
20,20,20,20,20,23,151.3,2023-05-26
21,21,21,21,21,24,197.4,2023-05-26
22,22,22,22,22,26,211.5,2023-05-26
23,23,23,23,23,24,184.6,2023-05-26
24,24,24,24,24,26,260.5,2023-05-26
25,25,25,25,25,24,168.0,2023-05-26
26,26,26,26,26,24,118.7,2023-05-26
27,27,27,27,27,24,142.4,2023-05-26
28,28,28,28,28,25,168.1,2023-05-26
29,29,29,29,29,24,187.1,2023-05-26
30,30,30,30,30,23,146.3,2023-05-26
31,31,31,31,31,26,200.1,2023-05-26
32,32,32,32,32,25,191.5,2023-05-26
33,33,33,33,33,23,167.0,2023-05-26
34,34,34,34,34,25,191.7,2023-05-26
35,35,35,35,35,24,168.1,2023-05-26
36,36,36,36,36,24,160.0,2023-05-26
37,37,37,37,37,21,133.2,2023-05-26
38,38,38,38,38,24,186.8,2023-05-26
39,39,39,39,39,23,107.9,2023-05-26
40,40,40,40,40,22,138.0,2023-05-26
41,41,41,41,41,25,218.7,2023-05-26
42,42,42,42,42,24,185.2,2023-05-26
43,43,43,43,43,24,180.7,2023-05-26
44,44,44,44,44,22,120.5,2023-05-26
45,45,45,45,45,24,190.1,2023-05-26
46,46,46,46,46,20,138.2,2023-05-26
47,47,47,47,47,24,202.1,2023-05-26
48,48,48,48,48,24,192.8,2023-05-26
49,49,49,49,49,24,147.9,2023-05-26
50,50,50,50,50,23,139.7,2023-05-26
51,51,51,51,51,19,75.6,2023-05-26
52,52,52,52,52,24,141.2,2023-05-26
53,53,53,53,53,25,190.0,2023-05-26
54,54,54,54,54,22,122.4,2023-05-26
55,55,55,55,55,24,150.2,2023-05-26
56,56,56,56,56,25,171.9,2023-05-26
57,57,57,57,57,24,169.0,2023-05-26
58,58,58,58,58,22,106.7,2023-05-26
59,59,59,59,59,27,233.1,2023-05-26
60,60,60,60,60,26,170.0,2023-05-26
61,61,61,61,61,25,140.3,2023-05-26
62,62,62,62,62,24,136.1,2023-05-26
63,63,63,63,63,19,48.9,2023-05-26
64,64,64,64,64,22,113.2,2023-05-26
65,65,65,65,65,21,78.7,2023-05-26
66,66,66,66,66,23,134.3,2023-05-26
67,67,67,67,67,21,67.7,2023-05-26
