,Unnamed: 0,level,power,date
0,0,27,268.0,2023-05-26
1,1,28,242.4,2023-05-26
2,2,25,254.8,2023-05-26
3,3,27,273.1,2023-05-26
4,4,26,239.8,2023-05-26
5,5,25,243.7,2023-05-26
6,6,25,229.2,2023-05-26
7,7,24,252.5,2023-05-26
8,8,24,225.0,2023-05-26
9,9,22,233.7,2023-05-26
10,10,22,212.5,2023-05-26
11,11,20,162.2,2023-05-26
12,12,23,224.4,2023-05-26
13,13,23,182.4,2023-05-26
14,14,24,261.3,2023-05-26
15,15,25,163.0,2023-05-26
16,16,24,196.2,2023-05-26
17,17,21,171.5,2023-05-26
18,18,26,241.8,2023-05-26
19,19,26,242.0,2023-05-26
20,20,23,192.5,2023-05-26
21,21,21,149.3,2023-05-26
22,22,27,283.8,2023-05-26
23,23,20,107.4,2023-05-26
24,24,23,204.0,2023-05-26
25,25,22,172.2,2023-05-26
26,26,22,208.9,2023-05-26
27,27,24,191.3,2023-05-26
28,28,23,118.9,2023-05-26
29,29,23,115.0,2023-05-26
30,30,25,260.9,2023-05-26
31,31,25,205.6,2023-05-26
32,32,21,132.0,2023-05-26
33,33,21,180.9,2023-05-26
34,34,21,139.5,2023-05-26
35,35,25,215.2,2023-05-26
36,36,23,237.4,2023-05-26
37,37,24,216.1,2023-05-26
38,38,20,99.2,2023-05-26
39,39,24,195.6,2023-05-26
40,40,23,129.4,2023-05-26
41,41,21,157.7,2023-05-26
42,42,22,181.0,2023-05-26
43,43,23,163.6,2023-05-26
44,44,25,266.2,2023-05-26
45,45,25,247.5,2023-05-26
46,46,25,211.3,2023-05-26
47,47,26,231.6,2023-05-26
48,48,23,179.0,2023-05-26
49,49,26,242.1,2023-05-26
50,50,19,125.2,2023-05-26
51,51,26,239.9,2023-05-26
52,52,21,148.3,2023-05-26
53,53,22,142.7,2023-05-26
54,54,21,118.4,2023-05-26
55,55,21,77.3,2023-05-26
56,56,22,164.1,2023-05-26
57,57,27,282.3,2023-05-26
58,58,26,237.9,2023-05-26
59,59,25,227.0,2023-05-26
60,60,20,82.4,2023-05-26
61,61,23,140.0,2023-05-26
62,62,26,285.9,2023-05-26
63,63,19,78.9,2023-05-26
64,64,23,143.3,2023-05-26
65,65,22,179.7,2023-05-26
66,66,23,140.1,2023-05-26
67,67,22,153.1,2023-05-26
68,68,23,207.4,2023-05-26
69,69,25,253.3,2023-05-26
