Server,Name,Point,Winner,Opp_team_server,Opp_team_name,Opp_team_point
S15,覇将府,22800,True,S33,クロ一家,23000
S11,【沙羅双樹】,25000,True,S23,天運懺悔,24500
S37,武尊会,25000,False,S38,天下統一,24500
S13,月華美刀,25000,True,S15,和国一門,24200
S38,二天一流道場,27200,True,S13,六文銭,28900
S8,幻影旅団,22800,True,S41,極楽桜花,23200
S4,Z旅団,29400,False,S52,天下布武,28400
S10,八咫烏,25000,True,S3,天神風,25400
S33,徳川光圀,27200,False,S50,玉砕,28400
S23,鬼神,27193,True,S45,鳳仙花,27900
S27,ネオ・ジオン,25000,True,S45,聖帝銃士隊,25614
S42,さつまいも,27200,False,S47,義楽庵,28900
S31,珍遊記,25000,True,S40,蒼炎,25400
S42,ぱんころ軍,25000,True,S11,関東ニャン組,25700
S1,すき焼き同盟,27147,True,S42,網走幼稚園,26700
S39,武田騎馬隊,25053,True,S47,錦の御旗,25786
S15,合縁奇縁,22307,True,S15,ゆるキャン,22500
S5,陽炎,24500,False,S5,れいれい,24900
S23,雷迅雷鳴,22300,True,S19,新撰組,22700
S6,ヴェルサーチ,24500,True,S7,歌舞伎衆,24200
S35,義義義,22300,False,S19,翠虎軍,22500
S13,六文銭,28900,False,S38,二天一流道場,27200
S23,天運懺悔,24500,False,S11,【沙羅双樹】,25000
S1,楽しく遊ぼう,24500,False,S19,無道,24700
S3,キャベツ太郎,24500,True,S45,爪紅,24200
S42,網走幼稚園,26700,False,S1,すき焼き同盟,27147
S38,天下統一,24500,True,S37,武尊会,25000
S29,百花繚乱,26700,True,S4,月夜の光,26700
S4,月夜の光,26700,False,S29,百花繚乱,26700
S25,四魔貴族,22300,False,S41,破天荒,22689
S47,義楽庵,28900,True,S42,さつまいも,27200
S21,戦国の夜明け,22300,False,S40,朱雀,22500
S25,晴耕雨読,24000,False,S19,維新の嵐,23200
S52,天下布武,28400,True,S4,Z旅団,29400
S38,百折不撓,21800,False,S45,雪月花,22000
S43,モヒカン団,21800,True,S9,八百万の民,21500
S21,ゆる〜く,26200,False,S33,破軍の星,26400
S2,花,21800,True,S4,天空の華園,21500
S39,毘、北陸軍談,24000,True,S17,薔薇園,24000
S48,加賀百万石,24000,True,S29,白夜の風,23500
S21,蝉時雨,24000,True,S17,漆黒の軍団,23500
S17,薔薇園,24000,False,S39,毘、北陸軍談,24000
S17,三方原,21800,True,S45,関東警備,22000
S50,玉砕,28400,True,S33,徳川光圀,27200
S13,ジェダイ,24006,False,S46,黒龍,23500
S8,わくわく広場,23994,False,S50,雲心月性,23500
S25,漢隊,24000,True,S1,大和政権,23700
S5,華笠衆,24000,True,S9,黒母衣衆,23500
S11,鎮西一,21300,False,S25,慈愛への旅路,20811
S49,春夏秋冬,21300,True,S25,梅恋峰,20800
S47,錦の御旗,25786,False,S39,武田騎馬隊,25053
S45,聖帝銃士隊,25614,False,S27,ネオ・ジオン,25000
S46,黒龍,23500,True,S13,ジェダイ,24006
S29,白夜の風,23500,False,S48,加賀百万石,24000
S50,雲心月性,23500,True,S8,わくわく広場,23994
S47,新撰組,21300,True,S31,天鵞絨葵,20500
S41,天下無双,25700,True,S39,花鳥風月,25200
S11,関東ニャン組,25700,False,S42,ぱんころ軍,25000
S9,黒母衣衆,23500,False,S5,華笠衆,24000
S17,漆黒の軍団,23500,False,S21,蝉時雨,24000
S43,コアラの行進,25700,False,S41,自由無言同盟,25200
S43,まほろば,21300,True,S25,武神,20800
S9,月華,21300,False,S9,イニ義,20500
S45,鳳仙花,27900,False,S23,鬼神,27193
S29,感謝祭,23000,False,S44,蒼天,23000
S35,魔法陣,20800,False,S2,相模国,21000
S45,飛春の野望,23000,False,S35,上杉家,22700
S25,梅恋峰,20800,False,S49,春夏秋冬,21300
S39,花鳥風月,25200,False,S41,天下無双,25700
S44,蒼天,23000,True,S29,感謝祭,23000
S25,慈愛への旅路,20811,True,S11,鎮西一,21300
S33,クロ一家,23000,False,S15,覇将府,22800
S11,天下布武1,18600,True,S5,豆柴,19200
S51,猪鹿蝶,25200,False,S53,神々の系譜,25200
S53,神々の系譜,25200,True,S51,猪鹿蝶,25200
S35,八重椿,20800,False,S7,駿河,20500
S25,武神,20800,False,S43,まほろば,21300
S52,仁月,23000,True,S41,はのはの,22700
S13,万里一空,18600,True,S21,白浜,17700
S41,自由無言同盟,25200,True,S43,コアラの行進,25700
S40,百鬼夜行,20300,True,S33,聖ライス皇国,19300
S29,一番槍,18100,False,S3,鬼兵隊,19300
S27,山ノ手社畜,20300,False,S8,惡質,19800
S15,ぺろり一門,20300,True,S38,侃侃貫徹,19800
S19,翠虎軍,22500,True,S35,義義義,22300
S15,ゆるキャン,22500,False,S15,合縁奇縁,22307
S19,無道,24700,True,S1,楽しく遊ぼう,24500
S13,関東同盟,22500,True,S17,千本桜,22500
S21,蟹江警備隊,20300,True,S27,桜本隊大本営,19800
S17,千本桜,22500,False,S13,関東同盟,22500
S40,朱雀,22500,True,S21,戦国の夜明け,22300
S48,鷹の団,22500,False,S46,蒼穹,22700
S21,九州酔狂連,20300,False,S5,シモちゃん,20500
S42,相模国,20300,False,S9,漢龍関,19800
S6,創造主,20300,False,S27,四国連合,20500
S27,鉄華団,22500,False,S48,笑点,22000
S33,破軍の星,26400,True,S21,ゆる〜く,26200
S8,惡質,19800,True,S27,山ノ手社畜,20300
S7,歌舞伎衆,24200,False,S6,ヴェルサーチ,24500
S45,爪紅,24200,False,S3,キャベツ太郎,24500
S48,笑点,22000,True,S27,鉄華団,22500
S9,漢龍関,19800,True,S42,相模国,20300
S45,英国国教会,22000,True,S31,雅治の家,21500
S45,関東警備,22000,False,S17,三方原,21800
S38,侃侃貫徹,19800,False,S15,ぺろり一門,20300
S15,和国一門,24200,False,S13,月華美刀,25000
S27,桜本隊大本営,19800,False,S21,蟹江警備隊,20300
S2,一騎当千,22000,True,S33,白夜の砦,21500
S45,雪月花,22000,True,S38,百折不撓,21800
S21,白浜,17700,False,S13,万里一空,18600
S45,勇往邁進,22000,True,S31,北陸帝国,21500
S23,天衣無縫,22000,True,S29,戦国自衛隊,21500
S39,RE・梁山泊,17100,False,S2,ママの野望,18800
S3,鬼兵隊,19300,True,S29,一番槍,18100
S1,大和政権,23700,False,S25,漢隊,24000
S38,猫屋敷,19300,True,S11,月夜,18800
