Server,Name,Point,Winner,Opp_team_server,Opp_team_name,Opp_team_point
S15,覇将府,22800,False,S27,ネオ・ジオン,23900
S11,【沙羅双樹】,25000,False,S13,六文銭,25600
S37,武尊会,25000,True,S41,自由無言同盟,24100
S13,月華美刀,27200,True,S42,網走幼稚園,25600
S38,二天一流道場,27200,True,S1,楽しく遊ぼう,25600
S8,幻影旅団,25000,True,S29,感謝祭,24100
S4,Z旅団,27200,True,S42,さつまいも,26100
S10,八咫烏,25000,True,S45,飛春の野望,24100
S33,徳川光圀,27200,True,S15,合縁奇縁,25600
S23,鬼神,25000,True,S52,仁月,24100
S27,ネオ・ジオン,25000,True,S15,覇将府,23900
S42,さつまいも,25000,False,S4,Z旅団,26100
S31,珍遊記,25000,False,S1,すき焼き同盟,26047
S42,ぱんころ軍,22800,False,S53,神々の系譜,24100
S1,すき焼き同盟,27147,True,S31,珍遊記,26100
S39,武田騎馬隊,25053,True,S51,猪鹿蝶,24100
S15,合縁奇縁,24500,False,S33,徳川光圀,26100
S5,陽炎,24500,True,S27,鉄華団,23600
S23,雷迅雷鳴,24500,True,S17,千本桜,23600
S6,ヴェルサーチ,24500,False,S38,天下統一,25600
S35,義義義,22300,False,S13,関東同盟,23600
S13,六文銭,26700,True,S11,【沙羅双樹】,26100
S23,天運懺悔,24500,True,S40,百鬼夜行,23600
S1,楽しく遊ぼう,24500,False,S38,二天一流道場,26100
S3,キャベツ太郎,24500,True,S27,山ノ手社畜,23600
S42,網走幼稚園,24500,False,S13,月華美刀,26100
S38,天下統一,26700,True,S6,ヴェルサーチ,25600
S29,百花繚乱,24500,True,S15,ゆるキャン,23600
S4,月夜の光,24500,False,S47,義楽庵,25600
S25,四魔貴族,22300,False,S48,鷹の団,23600
S47,義楽庵,26700,True,S4,月夜の光,25600
S21,戦国の夜明け,24500,True,S21,九州酔狂連,23600
S25,晴耕雨読,24000,True,S23,天衣無縫,23100
S52,天下布武,26200,True,S5,華笠衆,25100
S38,百折不撓,24000,False,S8,わくわく広場,25094
S43,モヒカン団,21800,False,S45,爪紅,23100
S21,ゆる〜く,24000,False,S45,鳳仙花,24600
S2,花,24000,True,S27,桜本隊大本営,23100
S39,毘、北陸軍談,21800,False,S33,破軍の星,23100
S48,加賀百万石,24000,False,S50,玉砕,25100
S21,蝉時雨,21800,False,S15,和国一門,23100
S17,薔薇園,26200,True,S49,春夏秋冬,24600
S17,三方原,24000,True,S45,雪月花,23100
S50,玉砕,26200,True,S48,加賀百万石,25100
