,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,0,0,29,376.7,2023-05-21
1,1,1,1,1,1,1,30,393.4,2023-05-21
2,2,2,2,2,2,2,30,408.3,2023-05-21
3,3,3,3,3,3,3,29,369.5,2023-05-21
4,4,4,4,4,4,4,30,433.3,2023-05-21
5,5,5,5,5,5,5,28,319.1,2023-05-21
6,6,6,6,6,6,6,30,478.8,2023-05-21
7,7,7,7,7,7,7,29,322.1,2023-05-21
8,8,8,8,8,8,8,25,294.7,2023-05-21
9,9,9,9,9,9,9,30,546.4,2023-05-21
10,10,10,10,10,10,10,28,424.0,2023-05-21
11,11,11,11,11,11,11,30,409.5,2023-05-21
12,12,12,12,12,12,12,18,53.7,2023-05-21
13,13,13,13,13,13,13,27,311.5,2023-05-21
14,14,14,14,14,14,14,29,376.7,2023-05-21
15,15,15,15,15,15,15,19,62.0,2023-05-21
16,16,16,16,16,16,16,27,394.7,2023-05-21
17,17,17,17,17,17,17,28,381.7,2023-05-21
18,18,18,18,18,18,18,28,382.4,2023-05-21
19,19,19,19,19,19,19,26,347.2,2023-05-21
20,20,20,20,20,20,20,30,379.5,2023-05-21
21,21,21,21,21,21,21,29,323.5,2023-05-21
22,22,22,22,22,22,22,25,209.7,2023-05-21
23,23,23,23,23,23,23,27,277.2,2023-05-21
24,24,24,24,24,24,24,28,372.2,2023-05-21
25,25,25,25,25,25,25,29,384.4,2023-05-21
26,26,26,26,26,26,26,28,368.3,2023-05-21
27,27,27,27,27,27,27,27,299.8,2023-05-21
28,28,28,28,28,28,28,27,427.1,2023-05-21
29,29,29,29,29,29,29,27,322.1,2023-05-21
30,30,30,30,30,30,30,28,365.7,2023-05-21
31,31,31,31,31,31,31,30,466.9,2023-05-21
32,32,32,32,32,32,32,28,299.3,2023-05-21
33,33,33,33,33,33,33,29,350.8,2023-05-21
34,34,34,34,34,34,34,28,266.8,2023-05-21
35,35,35,35,35,35,35,27,251.1,2023-05-21
36,36,36,36,36,36,36,27,338.4,2023-05-21
37,37,37,37,37,37,37,26,374.8,2023-05-21
38,38,38,38,38,38,38,29,376.7,2023-05-21
39,39,39,39,39,39,39,27,249.3,2023-05-21
40,40,40,40,40,40,40,27,298.3,2023-05-21
41,41,41,41,41,41,41,30,398.5,2023-05-21
42,42,42,42,42,42,42,28,314.3,2023-05-21
43,43,43,43,43,43,43,27,309.0,2023-05-21
44,44,44,44,44,44,44,29,351.4,2023-05-21
45,45,45,45,45,45,45,26,221.1,2023-05-21
46,46,46,46,46,46,46,26,214.1,2023-05-21
47,47,47,47,47,47,47,27,204.7,2023-05-21
48,48,48,48,48,48,48,23,110.8,2023-05-21
49,49,49,49,49,49,49,27,300.8,2023-05-21
50,50,50,50,50,50,50,27,310.8,2023-05-21
