,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,0,0,30,571.2,2023-05-21
1,1,1,1,1,1,1,30,544.0,2023-05-21
2,2,2,2,2,2,2,30,419.5,2023-05-21
3,3,3,3,3,3,3,27,420.2,2023-05-21
4,4,4,4,4,4,4,30,503.8,2023-05-21
5,5,5,5,5,5,5,30,699.9,2023-05-21
6,6,6,6,6,6,6,29,381.9,2023-05-21
7,7,7,7,7,7,7,28,430.9,2023-05-21
8,8,8,8,8,8,8,19,123.0,2023-05-21
9,9,9,9,9,9,9,30,702.5,2023-05-21
10,10,10,10,10,10,10,30,852.9,2023-05-21
11,11,11,11,11,11,11,30,784.5,2023-05-21
12,12,12,12,12,12,12,26,429.5,2023-05-21
13,13,13,13,13,13,13,28,421.0,2023-05-21
14,14,14,14,14,14,14,26,345.8,2023-05-21
15,15,15,15,15,15,15,30,562.5,2023-05-21
16,16,16,16,16,16,16,30,492.6,2023-05-21
17,17,17,17,17,17,17,30,807.1,2023-05-21
18,18,18,18,18,18,18,30,501.1,2023-05-21
19,19,19,19,19,19,19,30,696.1,2023-05-21
20,20,20,20,20,20,20,28,429.8,2023-05-21
21,21,21,21,21,21,21,30,519.0,2023-05-21
22,22,22,22,22,22,22,30,652.8,2023-05-21
23,23,23,23,23,23,23,28,439.1,2023-05-21
24,24,24,24,24,24,24,30,756.3,2023-05-21
25,25,25,25,25,25,25,26,175.5,2023-05-21
26,26,26,26,26,26,26,29,359.1,2023-05-21
27,27,27,27,27,27,27,26,234.9,2023-05-21
28,28,28,28,28,28,28,30,484.0,2023-05-21
29,29,29,29,29,29,29,26,240.4,2023-05-21
30,30,30,30,30,30,30,27,354.5,2023-05-21
31,31,31,31,31,31,31,29,402.7,2023-05-21
32,32,32,32,32,32,32,30,493.8,2023-05-21
33,33,33,33,33,33,33,29,452.6,2023-05-21
34,34,34,34,34,34,34,30,469.5,2023-05-21
35,35,35,35,35,35,35,27,266.5,2023-05-21
36,36,36,36,36,36,36,28,377.5,2023-05-21
37,37,37,37,37,37,37,28,402.7,2023-05-21
38,38,38,38,38,38,38,29,332.7,2023-05-21
39,39,39,39,39,39,39,27,306.5,2023-05-21
40,40,40,40,40,40,40,27,313.7,2023-05-21
41,41,41,41,41,41,41,28,385.6,2023-05-21
42,42,42,42,42,42,42,28,348.6,2023-05-21
43,43,43,43,43,43,43,27,273.2,2023-05-21
44,44,44,44,44,44,44,29,390.5,2023-05-21
45,45,45,45,45,45,45,23,216.4,2023-05-21
46,46,46,46,46,46,46,25,267.1,2023-05-21
47,47,47,47,47,47,47,28,326.4,2023-05-21
48,48,48,48,48,48,48,26,248.9,2023-05-21
49,49,49,49,49,49,49,30,742.3,2023-05-21
50,50,50,50,50,50,50,27,339.9,2023-05-21
51,51,51,51,51,51,51,25,267.5,2023-05-21
52,52,52,52,52,52,52,25,341.2,2023-05-21
53,53,53,53,53,53,53,27,331.3,2023-05-21
54,54,54,54,54,54,54,14,40.8,2023-05-21
55,55,55,55,55,55,55,23,209.4,2023-05-21
56,56,56,56,56,56,56,23,199.3,2023-05-21
57,57,57,57,57,57,57,22,166.9,2023-05-21
58,58,58,58,58,58,58,27,277.0,2023-05-21
59,59,59,59,59,59,59,26,337.2,2023-05-21
60,60,60,60,60,60,60,25,294.1,2023-05-21
