,level,power,date
0,30,565.1,2023-05-16
1,30,503.0,2023-05-16
2,29,331.0,2023-05-16
3,30,425.8,2023-05-16
4,30,476.6,2023-05-16
5,30,413.5,2023-05-16
6,25,343.5,2023-05-16
7,25,332.4,2023-05-16
8,28,364.2,2023-05-16
9,29,397.3,2023-05-16
10,28,332.9,2023-05-16
11,27,294.7,2023-05-16
12,25,290.8,2023-05-16
13,27,342.2,2023-05-16
14,27,337.4,2023-05-16
15,30,418.8,2023-05-16
16,28,217.8,2023-05-16
17,27,334.9,2023-05-16
18,26,320.2,2023-05-16
19,26,222.6,2023-05-16
20,25,284.4,2023-05-16
21,24,292.3,2023-05-16
22,25,227.4,2023-05-16
23,25,187.5,2023-05-16
24,27,227.9,2023-05-16
25,29,345.0,2023-05-16
26,21,141.2,2023-05-16
27,30,478.5,2023-05-16
28,24,189.4,2023-05-16
