,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,0,0,29,302.2,2023-05-21
1,1,1,1,1,1,1,30,571.5,2023-05-21
2,2,2,2,2,2,2,30,616.4,2023-05-21
3,3,3,3,3,3,3,28,426.7,2023-05-21
4,4,4,4,4,4,4,29,365.2,2023-05-21
5,5,5,5,5,5,5,29,443.7,2023-05-21
6,6,6,6,6,6,6,29,362.9,2023-05-21
7,7,7,7,7,7,7,28,314.7,2023-05-21
8,8,8,8,8,8,8,26,350.3,2023-05-21
9,9,9,9,9,9,9,28,475.9,2023-05-21
10,10,10,10,10,10,10,27,257.9,2023-05-21
11,11,11,11,11,11,11,30,443.0,2023-05-21
12,12,12,12,12,12,12,28,297.7,2023-05-21
13,13,13,13,13,13,13,27,282.4,2023-05-21
14,14,14,14,14,14,14,27,427.1,2023-05-21
15,15,15,15,15,15,15,29,414.7,2023-05-21
16,16,16,16,16,16,16,30,397.0,2023-05-21
17,17,17,17,17,17,17,26,324.8,2023-05-21
18,18,18,18,18,18,18,27,293.2,2023-05-21
19,19,19,19,19,19,19,30,358.4,2023-05-21
20,20,20,20,20,20,20,27,280.3,2023-05-21
21,21,21,21,21,21,21,28,464.5,2023-05-21
22,22,22,22,22,22,22,29,430.6,2023-05-21
23,23,23,23,23,23,23,29,362.8,2023-05-21
24,24,24,24,24,24,24,29,328.1,2023-05-21
25,25,25,25,25,25,25,24,299.2,2023-05-21
26,26,26,26,26,26,26,26,346.7,2023-05-21
27,27,27,27,27,27,27,27,366.8,2023-05-21
28,28,28,28,28,28,28,27,467.7,2023-05-21
29,29,29,29,29,29,29,28,241.2,2023-05-21
30,30,30,30,30,30,30,29,449.3,2023-05-21
31,31,31,31,31,31,31,30,411.8,2023-05-21
32,32,32,32,32,32,32,25,312.1,2023-05-21
33,33,33,33,33,33,33,28,380.2,2023-05-21
34,34,34,34,34,34,34,28,411.9,2023-05-21
35,35,35,35,35,35,35,28,360.8,2023-05-21
36,36,36,36,36,36,36,29,475.8,2023-05-21
37,37,37,37,37,37,37,26,237.0,2023-05-21
38,38,38,38,38,38,38,30,446.2,2023-05-21
39,39,39,39,39,39,39,27,376.4,2023-05-21
40,40,40,40,40,40,40,29,478.7,2023-05-21
41,41,41,41,41,41,41,26,276.1,2023-05-21
42,42,42,42,42,42,42,23,205.2,2023-05-21
43,43,43,43,43,43,43,26,262.5,2023-05-21
44,44,44,44,44,44,44,26,305.0,2023-05-21
45,45,45,45,45,45,45,25,264.4,2023-05-21
46,46,46,46,46,46,46,29,410.6,2023-05-21
47,47,47,47,47,47,47,27,308.9,2023-05-21
48,48,48,48,48,48,48,25,312.8,2023-05-21
49,49,49,49,49,49,49,25,304.4,2023-05-21
50,50,50,50,50,50,50,24,179.3,2023-05-21
51,51,51,51,51,51,51,28,345.3,2023-05-21
52,52,52,52,52,52,52,21,128.0,2023-05-21
53,53,53,53,53,53,53,24,109.5,2023-05-21
54,54,54,54,54,54,54,22,205.1,2023-05-21
55,55,55,55,55,55,55,26,254.9,2023-05-21
56,56,56,56,56,56,56,27,311.6,2023-05-21
57,57,57,57,57,57,57,27,239.4,2023-05-21
58,58,58,58,58,58,58,30,488.0,2023-05-21
59,59,59,59,59,59,59,27,243.8,2023-05-21
