,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,0,0,27,456.7,2023-05-21
1,1,1,1,1,1,1,30,559.1,2023-05-21
2,2,2,2,2,2,2,30,466.5,2023-05-21
3,3,3,3,3,3,3,27,409.8,2023-05-21
4,4,4,4,4,4,4,29,470.8,2023-05-21
5,5,5,5,5,5,5,30,513.4,2023-05-21
6,6,6,6,6,6,6,27,395.3,2023-05-21
7,7,7,7,7,7,7,27,375.1,2023-05-21
8,8,8,8,8,8,8,26,382.9,2023-05-21
9,9,9,9,9,9,9,23,322.9,2023-05-21
10,10,10,10,10,10,10,30,441.5,2023-05-21
11,11,11,11,11,11,11,26,346.0,2023-05-21
12,12,12,12,12,12,12,27,359.1,2023-05-21
13,13,13,13,13,13,13,27,381.6,2023-05-21
14,14,14,14,14,14,14,29,413.5,2023-05-21
15,15,15,15,15,15,15,27,372.2,2023-05-21
16,16,16,16,16,16,16,27,387.3,2023-05-21
17,17,17,17,17,17,17,26,358.3,2023-05-21
18,18,18,18,18,18,18,26,343.0,2023-05-21
19,19,19,19,19,19,19,23,264.2,2023-05-21
20,20,20,20,20,20,20,23,148.6,2023-05-21
21,21,21,21,21,21,21,25,304.8,2023-05-21
22,22,22,22,22,22,22,27,400.7,2023-05-21
23,23,23,23,23,23,23,26,319.2,2023-05-21
24,24,24,24,24,24,24,25,284.9,2023-05-21
25,25,25,25,25,25,25,29,409.6,2023-05-21
26,26,26,26,26,26,26,30,413.3,2023-05-21
27,27,27,27,27,27,27,27,306.5,2023-05-21
28,28,28,28,28,28,28,25,254.0,2023-05-21
29,29,29,29,29,29,29,30,332.1,2023-05-21
30,30,30,30,30,30,30,22,105.2,2023-05-21
31,31,31,31,31,31,31,23,147.6,2023-05-21
32,32,32,32,32,32,32,25,315.2,2023-05-21
33,33,33,33,33,33,33,24,198.4,2023-05-21
34,34,34,34,34,34,34,24,143.9,2023-05-21
35,35,35,35,35,35,35,21,155.7,2023-05-21
36,36,36,36,36,36,36,26,326.6,2023-05-21
37,37,37,37,37,37,37,26,247.5,2023-05-21
38,38,38,38,38,38,38,20,119.7,2023-05-21
39,39,39,39,39,39,39,22,107.8,2023-05-21
